cpt_code,par_amount,state
31717,104.08,
31720,53.59,
31725,77.24,
31730,"1,090.10",
31730,142.24,
31750,"1,281.81",
31755,"1,613.01",
31760,"1,284.19",
31766,"1,664.56",
31770,"1,245.57",
31775,"1,308.83",
31780,"1,136.25",
31781,"1,298.18",
31785,"1,024.36",
31786,"1,349.84",
31800,669.21,
31805,762.82,
31820,407.2,
31820,308.27,
31825,563.7,
31825,452.24,
31830,432.56,
31830,330.74,
32035,679.67,
32036,728.48,
32096,750.5,
32097,751.14,
32098,711.4,
32100,758.21,
32110,"1,375.37",
32120,816.42,
32124,866.57,
32140,926.02,
32141,"1,427.60",
32150,940.26,
32151,939.7,
32160,744.75,
32200,"1,062.02",
32215,746.16,
32220,"1,486.77",
32225,930.55,
32310,853.65,
32320,"1,495.03",
32400,151.15,
32400,84.34,
32405,368.27,
32405,87.86,
32440,"1,466.55",
32442,"2,871.23",
32445,"3,312.18",
32480,"1,385.05",
32482,"1,484.10",
32484,"1,342.46",
32486,"2,207.36",
32488,"2,241.90",
32491,"1,376.40",
32501,228.56,
32503,"1,682.03",
32504,"1,917.04",
32505,871.51,
32506,146.94,
32507,146.94,
32540,"1,623.76",
32550,728.5,
32550,199.17,
32551,150.39,
32552,174.26,
32552,150.81,
32553,494.18,
32553,175.23,
32554,207.62,
32554,87.49,
32555,290.35,
32555,109.52,
32556,617.5,
32556,119.97,
32557,571.94,
32557,149.56,
32560,239.47,
32560,74.69,
32561,88.96,
32561,66.15,
32562,80.01,
32562,59.13,
32601,289.45,
32604,449.88,
32606,433.7,
32607,289.12,
32608,355.2,
32609,242.23,
32650,622.81,
32651,"1,024.70",
32652,"1,555.31",
32653,994.06,
32654,"1,096.06",
32655,893.49,
32656,749.94,
32658,666.8,
32659,683.48,
32661,745.9,
32662,834.17,
32663,"1,310.63",
32664,792.22,
32665,"1,153.13",
32666,812.55,
32667,147.27,
32668,147.27,
32669,"1,257.75",
32670,"1,503.60",
32671,"1,663.82",
32672,"1,427.01",
32673,"1,139.58",
32674,202.16,
32701,203.58,
32800,884.32,
32810,841.39,
32815,"2,622.00",
32820,"1,243.57",
32851,"3,072.85",
32852,"3,339.95",
32853,"4,300.82",
32854,"4,567.89",
32900,"1,328.93",
32905,"1,249.51",
32906,"1,544.29",
32940,"1,153.94",
32960,121.26,
32960,89.46,
32994,"5,026.99",
32994,434.83,
32997,336.93,
32998,"3,221.87",
32998,433.87,
33016,223.34,
33017,232.55,
33018,267.14,
33019,215.6,
33020,774.03,
33025,721.27,
33030,"1,876.08",
33031,"2,324.04",
33050,939.82,
33120,"1,967.91",
33130,"1,282.33",
33140,"1,464.46",
33141,124.02,
33202,721.91,
33203,755.91,
33206,427.39,
33207,451.63,
33208,490.74,
33210,154.82,
33211,160.01,
33212,302.18,
33213,315.5,
33214,450.45,
33215,292.17,
33216,349.66,
33217,344.56,
33218,363.32,
33220,353.55,
33221,339.9,
33222,318.86,
33223,385.22,
33224,486.6,
33225,443.06,
33226,467.31,
33227,318.27,
33228,333.04,
33229,352.45,
33230,360.01,
33231,378.01,
33233,216.57,
33234,456.99,
33235,599.85,
33236,730.71,
33237,784.26,
33238,880.47,
33240,343.34,
33241,201.22,
33243,"1,284.99",
33244,813.72,
33249,863.68,
33250,"1,366.23",
33251,"1,525.37",
33254,"1,267.74",
33255,"1,527.24",
33256,"1,819.90",
33257,544.48,
33258,608.9,
33259,790.63,
33261,"1,513.26",
33262,351.24,
33263,365.36,
33264,381.43,
33265,"1,273.56",
33266,"1,732.17",
33270,533.26,
33271,426.81,
33272,326.67,
33273,375.78,
33274,458.05,
33275,500.68,
33285,"4,592.69",
33285,83.39,
33286,123.1,
33286,81.99,
33289,311.34,
33300,"2,303.06",
33305,"3,853.32",
33310,"1,095.97",
33315,"1,797.24",
33320,987.69,
33321,"1,113.81",
33322,"1,304.07",
33330,"1,336.73",
33335,"1,756.12",
33340,744.73,
33361,"1,141.51",
33362,"1,243.06",
33363,"1,289.28",
33364,"1,289.43",
33365,"1,362.62",
33366,"1,483.25",
33367,592.81,
33368,699.98,
33369,924.07,
33390,"1,812.69",
33391,"2,153.19",
33404,"1,641.89",
33405,"2,132.33",
33406,"2,704.28",
33410,"2,388.95",
33411,"3,156.71",
33412,"2,966.66",
33413,"3,035.79",
33414,"2,017.37",
33415,"1,911.95",
33416,"1,898.74",
33417,"1,562.72",
33418,"1,695.31",
33419,401.21,
33420,"1,361.43",
33422,"1,562.38",
33425,"2,565.97",
33426,"2,237.72",
33427,"2,296.73",
33430,"2,630.67",
33440,"3,222.52",
33460,"2,260.75",
33463,"2,907.56",
33464,"2,295.21",
33465,"2,592.59",
33468,"2,302.28",
33470,"1,160.23",
33471,"1,240.30",
33474,"2,043.99",
33475,"2,192.28",
33476,"1,426.38",
33477,"1,279.47",
33478,"1,474.06",
33496,"1,563.30",
33500,"1,465.87",
33501,"1,046.78",
33502,"1,195.40",
33503,"1,241.64",
33504,"1,373.29",
33505,"1,938.22",
33506,"1,928.72",
33507,"1,617.03",
33508,15.42,
33510,"1,816.94",
33511,"1,994.26",
33512,"2,271.78",
33513,"2,332.41",
33514,"2,452.72",
33516,"2,543.09",
33517,176.61,
33518,387.64,
33519,512.85,
33521,615.32,
33522,689.96,
33523,783.89,
33530,495.16,
33533,"1,756.79",
33534,"2,064.57",
33535,"2,302.59",
33536,"2,481.88",
33542,"2,468.50",
33545,"2,889.13",
33548,"2,780.62",
33572,216.66,
33600,"1,610.60",
33602,"1,563.40",
33606,"1,667.04",
33608,"1,688.07",
33610,"1,664.24",
33611,"1,831.46",
33612,"1,880.22",
33615,"1,873.56",
33617,"2,030.19",
33619,"2,568.29",
33620,"1,548.30",
33621,871.69,
33622,"3,227.08",
33641,"1,538.06",
33645,"1,624.65",
33647,"1,705.38",
33660,"1,648.52",
33665,"1,796.05",
33670,"1,853.65",
33675,"1,850.69",
33676,"1,899.45",
33677,"1,973.59",
33681,"1,726.10",
33684,"1,772.71",
33688,"1,769.77",
33690,"1,123.72",
33692,"1,837.85",
33694,"1,831.46",
33697,"1,929.33",
33702,"1,449.86",
33710,"1,925.49",
33720,"1,450.75",
33722,"1,526.73",
33724,"1,443.29",
33726,"1,907.86",
33730,"1,881.81",
33732,"1,544.98",
33735,"1,213.54",
33736,"1,317.53",
33737,"1,215.94",
33750,"1,184.39",
33755,"1,233.34",
33762,"1,202.83",
33764,"1,233.34",
33766,"1,250.85",
33767,"1,334.56",
33768,391.78,
33770,"1,988.68",
33771,"2,047.31",
33774,"1,686.81",
33775,"1,738.25",
33776,"1,837.55",
33777,"1,776.05",
33778,"2,205.73",
33779,"2,185.07",
33780,"2,224.61",
33781,"2,173.74",
33782,"3,034.37",
33783,"3,280.37",
33786,"2,138.99",
33788,"1,438.71",
33800,925.04,
33802,"1,015.30",
33803,"1,080.00",
33813,"1,161.89",
33814,"1,427.66",
33820,906.87,
33822,956.2,
33824,"1,105.85",
33840,"1,160.68",
33845,"1,249.31",
33851,"1,192.24",
33852,"1,311.16",
33853,"1,718.77",
33858,"3,194.15",
33859,"2,293.57",
33863,"2,963.13",
33864,"3,027.24",
33866,870.38,
33871,"3,068.70",
33875,"2,575.47",
33877,"3,399.60",
33880,"1,688.44",
33881,"1,448.78",
33883,"1,049.92",
33884,371.64,
33886,899.8,
33889,743.16,
33891,907.05,
33910,"2,497.58",
33915,"1,294.20",
33916,"3,961.35",
33917,"1,365.07",
33920,"1,699.65",
33922,"1,302.02",
33924,268.85,
33925,"1,612.12",
33926,"2,269.96",
33927,"2,400.66",
33935,"4,651.53",
33945,"4,567.49",
33946,293,
33947,324.7,
33948,229.99,
33949,222.74,
33951,399.46,
33952,404.07,
33953,445.64,
33954,448.85,
33955,781.14,
33956,785.97,
33957,173.95,
33958,173.95,
33959,220.31,
33962,220.31,
33963,440.54,
33964,464.92,
33965,173.95,
33966,223.77,
33967,244.29,
33968,32.02,
33969,256.8,
33970,333.57,
33971,660.52,
33973,483.73,
33974,833.18,
33975,"1,230.31",
33976,"1,495.27",
33977,"1,057.84",
33978,"1,251.84",
33979,"1,832.95",
33980,"1,672.86",
33981,783.52,
33982,"1,841.14",
33983,"2,175.01",
33984,267.45,
33985,483.87,
33986,492.7,
33987,196.2,
33988,732.36,
33989,464.92,
33990,400.48,
33991,587.69,
33992,187.93,
33993,164.68,
34001,858.13,
34051,929.27,
34101,561.66,
34111,565.16,
34151,"1,308.24",
34201,963.96,
34203,892.71,
34401,"1,373.25",
34421,697.92,
34451,"1,347.62",
34471,"1,011.68",
34490,598.49,
34501,835.4,
34502,"1,455.95",
34510,957.58,
34520,927.42,
34530,880.33,
34701,"1,171.79",
34702,"1,748.35",
34703,"1,292.43",
34704,"2,152.48",
34705,"1,443.48",
34706,"2,175.89",
34707,"1,094.70",
34708,"1,749.74",
34709,305.31,
34710,755.99,
34711,281.4,
34712,622.67,
34713,117.91,
34714,255.02,
34715,282.23,
34716,350.38,
34717,419.38,
34718,"1,168.52",
34808,187.75,
34812,194.68,
34813,223.12,
34820,329.4,
34830,"1,654.64",
34831,"1,811.32",
34832,"1,779.41",
34833,379.96,
34834,122.08,
35001,"1,053.61",
35002,"1,066.26",
35005,933.01,
35011,941.78,
35013,"1,184.56",
35021,"1,181.58",
35022,"1,352.71",
35045,920.87,
35081,"1,627.47",
35082,"2,053.25",
35091,"1,681.75",
35092,"2,448.63",
35102,"1,766.29",
35103,"2,101.57",
35111,"1,246.51",
35112,"1,534.29",
35121,"1,484.17",
35122,"1,775.34",
35131,"1,293.70",
35132,"1,534.29",
35141,"1,036.18",
35142,"1,249.68",
35151,"1,162.80",
35152,"1,311.31",
35180,823.86,
35182,"1,678.06",
35184,904.41,
35188,"1,157.16",
35189,"1,416.62",
35190,715.82,
35201,886.17,
35206,735.45,
35207,712.22,
35211,"1,304.75",
35216,"1,948.88",
35221,"1,379.64",
35226,782.34,
35231,"1,191.65",
35236,946.53,
35241,"1,346.91",
35246,"1,469.15",
35251,"1,641.86",
35256,963.62,
35261,918.48,
35266,813.58,
35271,"1,296.22",
35276,"1,367.22",
35281,"1,530.07",
35286,878.5,
35301,"1,062.79",
35302,"1,053.91",
35303,"1,164.21",
35304,"1,198.40",
35305,"1,151.68",
35306,419.02,
35311,"1,464.25",
35321,838.47,
35331,"1,365.15",
35341,"1,291.95",
35351,"1,206.45",
35355,969.24,
35361,"1,428.78",
35363,"1,524.39",
35371,767.66,
35372,919.61,
35390,150.34,
35400,139.9,
35500,300.59,
35501,"1,370.86",
35506,"1,195.83",
35508,"1,244.90",
35509,"1,326.57",
35510,"1,153.71",
35511,"1,051.68",
35512,"1,131.58",
35515,"1,244.90",
35516,"1,144.94",
35518,"1,072.01",
35521,"1,151.04",
35522,"1,143.13",
35523,"1,204.47",
35525,"1,067.36",
35526,"1,626.90",
35531,"1,830.31",
35533,"1,413.97",
35535,"1,787.27",
35536,"1,586.94",
35537,"1,958.23",
35538,"2,194.42",
35539,"2,059.48",
35540,"2,296.27",
35556,"1,316.80",
35558,"1,156.31",
35560,"1,600.38",
35563,"1,241.34",
35565,"1,230.60",
35566,"1,570.91",
35570,"1,382.67",
35571,"1,246.05",
35572,325.23,
35583,"1,357.11",
35585,"1,572.88",
35587,"1,280.74",
35600,241.36,
35601,"1,313.91",
35606,"1,102.64",
35612,979.3,
35616,"1,034.38",
35621,"1,030.91",
35623,"1,232.32",
35626,"1,494.04",
35631,"1,739.99",
35632,"1,696.60",
35633,"1,863.23",
35634,"1,660.53",
35636,"1,496.85",
35637,"1,557.79",
35638,"1,639.94",
35642,924.34,
35645,887.86,
35646,"1,613.63",
35647,"1,454.70",
35650,958.77,
35654,"1,287.72",
35656,"1,015.73",
35661,"1,018.78",
35663,"1,142.02",
35665,"1,103.49",
35666,"1,196.75",
35671,"1,055.22",
35681,76.31,
35682,332.92,
35683,384.55,
35685,186.93,
35686,151.43,
35691,886.82,
35693,781.31,
35694,926.55,
35695,961.74,
35697,138.94,
35700,143.62,
35701,417.19,
35702,386.66,
35703,391.64,
35800,679.93,
35820,"1,890.32",
35840,"1,129.35",
35860,786.18,
35870,"1,168.79",
35875,558.87,
35876,890.26,
35879,869.18,
35881,958.95,
35883,"1,129.76",
35884,"1,163.80",
35901,441.43,
35903,530.02,
35905,"1,665.73",
35907,"1,788.17",
36002,145.77,
36002,101.12,
36005,272.86,
36005,46.1,
36010,485.89,
36010,105.27,
36011,797.48,
36011,151.87,
36012,810.55,
36012,167.52,
36013,737.39,
36013,119.08,
36014,767.75,
36014,146.87,
36015,833.9,
36015,168.38,
36100,478.99,
36100,143.98,
36140,440.36,
36140,85.12,
36160,505.51,
36160,121.04,
36200,542.99,
36200,132.18,
36215,994.97,
36215,205.15,
36216,"1,052.46",
36216,260.06,
36217,"1,738.91",
36217,312.15,
36218,211.31,
36218,49.42,
36221,967.83,
36221,190.21,
36222,"1,144.98",
36222,266.19,
36223,"1,468.46",
36223,297.7,
36224,"1,893.49",
36224,335.68,
36225,"1,407.62",
36225,296.27,
36226,"1,791.14",
36226,331.94,
36227,228.83,
36227,109.98,
36228,"1,210.37",
36228,224.62,
36245,"1,233.12",
36245,227.77,
36246,793.71,
36246,241.25,
36247,"1,396.83",
36247,289.34,
36248,128.23,
36248,47.61,
36251,"1,283.95",
36251,248.09,
36252,"1,379.97",
36252,339.93,
36253,"2,039.09",
36253,349.27,
36254,"1,986.61",
36254,393.15,
36260,610.47,
36261,378.85,
36262,288.73,
36400,25.46,
36400,18.39,
36405,22.12,
36405,15.06,
36406,15.66,
36406,8.59,
36410,16.15,
36410,9.08,
36420,45.43,
36425,38.57,
36430,31.49,
36440,50.08,
36450,168.71,
36455,119.24,
36456,99.59,
36460,334.54,
36465,"1,381.80",
36465,114.03,
36466,"1,534.27",
36466,147.02,
36470,100.55,
36470,36.31,
36471,181.2,
36471,72.96,
36473,"1,301.71",
36473,170.13,
36474,265.91,
36474,85.08,
36475,"1,255.01",
36475,264.44,
36476,285.19,
36476,128.13,
36478,977.46,
36478,264.4,
36479,300.6,
36479,129.72,
36481,"1,771.76",
36481,323.48,
36482,"1,739.02",
36482,170.62,
36483,144.19,
36483,85.09,
36500,174.62,
36510,78.9,
36510,52.88,
36511,107.12,
36512,106.15,
36513,105.43,
36514,620.61,
36514,93.21,
36516,"1,783.07",
36516,80.72,
36522,"1,758.99",
36522,95.83,
36555,177.2,
36555,83.73,
36556,198.85,
36556,82.58,
36557,"1,008.39",
36557,298.22,
36558,753.21,
36558,251.5,
36560,"1,203.77",
36560,357.42,
36561,991.87,
36561,321.53,
36563,"1,092.22",
36563,343.19,
36565,807.56,
36565,315.8,
36566,"4,253.56",
36566,342.02,
36568,91.23,
36569,92.46,
36570,"1,360.38",
36570,309.74,
36571,"1,195.33",
36571,295.33,
36572,401.28,
36572,89.07,
36573,369.35,
36573,82.52,
36575,148.06,
36575,33.72,
36576,315.46,
36576,175.1,
36578,435.5,
36578,193.64,
36580,202.68,
36580,64.24,
36581,742.69,
36581,177.06,
36582,914.59,
36582,277.01,
36583,"1,159.18",
36583,306.4,
36584,321.7,
36584,58.64,
36585,"1,015.28",
36585,258.54,
36589,157.02,
36589,131.65,
36590,209.57,
36590,180.98,
36591,22.33,
36592,25.22,
36593,28.28,
36595,583.19,
36595,177.83,
36596,113.05,
36596,42.06,
36597,124.69,
36597,59.17,
36598,112.2,
36598,36.08,
36600,28.43,
36600,15.26,
36620,43.7,
36625,101.74,
36640,112.35,
36660,67.45,
36680,57.12,
36800,118.91,
36810,204.13,
36815,126.78,
36818,649.91,
36819,687.52,
36820,685.32,
36821,623.96,
36823,"1,313.19",
36825,746.73,
36830,627.08,
36831,578.33,
36832,710.22,
36833,761.26,
36835,449.01,
36838,"1,076.36",
36860,226.89,
36860,104.19,
36861,130.56,
36901,639.68,
36901,163.35,
36902,"1,197.12",
36902,232.25,
36903,"4,711.15",
36903,306.57,
36904,"1,772.80",
36904,359.21,
36905,"2,226.28",
36905,431.75,
36906,"5,855.02",
36906,497.77,
36907,637.08,
36907,142.12,
36908,"1,922.49",
36908,200.55,
36909,"1,832.18",
36909,194.39,
37140,"2,183.56",
37145,"2,024.83",
37160,"2,079.88",
37180,"1,999.33",
37181,"2,183.56",
37182,807.44,
37183,"5,676.70",
37183,367.95,
37184,"1,807.20",
37184,414.17,
37185,546.65,
37185,156.39,
37186,"1,212.94",
37186,232.96,
37187,"1,781.55",
37187,379.85,
37188,"1,496.24",
37188,268.62,
37191,"2,194.23",
37191,216.62,
37192,"1,232.07",
37192,324.04,
37193,"1,461.86",
37193,338.95,
37197,"1,476.73",
37197,290.87,
37200,214.11,
37211,370.7,
37212,325.68,
37213,224.92,
37214,118.4,
37215,939.27,
37217,"1,016.40",
37218,772.22,
37220,"2,642.26",
37220,379.74,
37221,"3,577.48",
37221,468.93,
37222,684.9,
37222,176.44,
37223,"1,752.12",
37223,201.7,
37224,"3,142.63",
37224,422.09,
37225,"10,316.08",
37225,571.59,
37226,"9,160.96",
37226,493.12,
37227,"13,263.08",
37227,687.56,
37228,"4,522.21",
37228,514.95,
37229,"10,358.50",
37229,667.97,
37230,"9,316.06",
37230,662.35,
37231,"12,895.37",
37231,719.74,
37232,937.45,
37232,190.99,
37233,"1,152.34",
37233,310.16,
37234,"3,550.68",
37234,270.29,
37235,"3,743.34",
37235,382.01,
37236,"3,086.70",
37236,422.37,
37237,"1,711.81",
37237,201.54,
37238,"2,908.75",
37238,292.6,
37239,"1,346.78",
37239,144.86,
37241,"4,517.00",
37241,422.06,
37242,"6,980.91",
37242,462.85,
37243,"8,817.94",
37243,554.17,
37244,"6,484.05",
37244,655.28,
37246,"1,884.30",
37246,335.16,
37247,664.55,
37247,164.77,
37248,"1,390.11",
37248,288.73,
37249,508.34,
37249,141.21,
37252,"1,070.72",
37252,85.93,
37253,173.91,
37253,68.88,
37500,593.01,
37565,683.67,
37600,699.22,
37605,692.28,
37606,649.73,
37607,351.34,
37609,289.73,
37609,193.37,
37615,493.98,
37616,"1,037.98",
37617,"1,255.58",
37618,363.73,
37619,"1,625.21",
37650,429.52,
37660,"1,236.58",
37700,228.74,
37718,394.34,
37722,442.29,
37735,544.36,
37760,584.96,
37761,508.25,
37765,410.81,
37765,256.63,
37766,480.62,
37766,314.56,
37780,218.75,
37785,329.54,
37785,241.53,
37788,"1,224.27",
37790,469.35,
38100,"1,086.71",
38101,"1,095.52",
38102,248.1,
38115,"1,205.59",
38120,990.77,
38200,130.76,
38205,82.94,
38206,82.62,
38220,155.21,
38220,66.56,
38221,147.27,
38221,67.94,
38222,162.7,
38222,75.97,
38230,193.74,
38232,190.29,
38240,229.5,
38241,169.92,
38242,122.97,
38243,118.56,
38300,302.53,
38300,190.43,
38305,455.31,
38308,426.99,
38380,538,
38381,752.21,
38382,635.43,
38500,312.74,
38500,238.87,
38505,116.86,
38505,67.72,
38510,492.55,
38510,395.87,
38520,437.61,
38525,410.08,
38530,531.19,
38531,411.83,
38542,489.5,
38550,480.69,
38555,952.61,
38562,669.34,
38564,665.25,
38570,486.92,
38571,640.93,
38572,871.04,
38573,"1,108.85",
38700,763.58,
38720,"1,270.59",
38724,"1,376.61",
38740,654.83,
38745,825.29,
38746,201.84,
38747,252.05,
38760,790.9,
38765,"1,230.43",
38770,771.66,
38780,986.86,
38790,78,
38792,77.32,
38792,32.35,
38794,286.31,
38900,130.14,
39000,465.59,
39010,737.27,
39200,816.76,
39220,"1,065.49",
39401,289.21,
39402,378.57,
39501,803,
39503,"5,547.03",
39540,819.44,
39541,884.09,
39545,837.49,
39560,751.76,
39561,"1,162.31",
40490,117.18,
40490,68.36,
40500,481.46,
40500,343.03,
40510,458.16,
40510,332.25,
40520,465.46,
40520,336.34,
40525,522.72,
40527,587.11,
40530,511.24,
40530,378.9,
40650,430.78,
40650,286.88,
40652,473.38,
40652,334.63,
40654,540.55,
40654,400.19,
40700,956.83,
40701,"1,133.65",
40702,950.99,
40720,976.75,
40761,"1,030.32",
40800,194.47,
40800,117.38,
40801,282.35,
40801,197.88,
40804,183.23,
40804,111.28,
40805,279.93,
40805,199.95,
40806,91.68,
40806,28.41,
40808,148.3,
40808,81.81,
40810,195.98,
40810,116.64,
40812,268.47,
40812,180.46,
40814,357.59,
40814,278.26,
40816,375.97,
40816,291.18,
40818,343.24,
40818,256.51,
40819,265.47,
40819,201.55,
40820,241.65,
40820,156.85,
40830,258.62,
40830,157.76,
40831,330.57,
40831,216.87,
40840,785.73,
40840,595.9,
40842,853.11,
40842,640.48,
40843,"1,113.71",
40843,832.02,
40844,"1,400.41",
40844,"1,119.68",
40845,"1,388.97",
40845,"1,155.78",
41000,148.88,
41000,103.59,
41005,202.65,
41005,109.5,
41006,324.05,
41006,228.97,
41007,317.87,
41007,221.83,
41008,361.35,
41008,247.65,
41009,388.22,
41009,271.95,
41010,193.86,
41010,101.35,
41015,383.41,
41015,297.32,
41016,427.44,
41016,328.19,
41017,426.45,
41017,326.88,
41018,481.03,
41018,380.82,
41019,472.03,
41100,163.47,
41100,99.87,
41105,165.27,
41105,102.96,
41108,144.66,
41108,83.31,
41110,205,
41110,122.77,
41112,313.7,
41112,232.12,
41113,341.42,
41113,256.62,
41114,587.75,
41115,236.13,
41115,136.88,
41116,310.38,
41116,203.74,
41120,996.97,
41130,"1,236.18",
41135,"2,049.52",
41140,"2,058.32",
41145,"2,606.16",
41150,"2,072.50",
41153,"2,259.64",
41155,"2,852.93",
41250,258.72,
41250,144.69,
41251,285.45,
41251,171.1,
41252,299.47,
41252,197.65,
41510,416.72,
41512,617.43,
41520,331.58,
41520,232.65,
41530,877.6,
41530,349.23,
41800,270.82,
41800,142.02,
41805,274.89,
41805,177.56,
41806,374.7,
41806,259.39,
41822,320.3,
41822,186.36,
41823,472.15,
41823,335,
41825,202.42,
41825,113.77,
41826,293.52,
41826,194.59,
41827,418.75,
41827,284.81,
41828,323.75,
41828,210.69,
41830,424.28,
41830,290.66,
41872,415.58,
41872,278.1,
41874,367.49,
41874,239.33,
42000,146.53,
42000,98.03,
42100,138.48,
42100,101.87,
42104,202.47,
42104,128.59,
42106,249.75,
42106,161.1,
42107,436.03,
42107,322.33,
42120,945.45,
42140,261.3,
42140,146.31,
42145,654.5,
42160,219.18,
42160,136.95,
42180,235.04,
42180,174.33,
42182,307.21,
42182,242.97,
42200,891.5,
42205,930.17,
42210,"1,037.28",
42215,674.84,
42220,554.92,
42225,919.71,
42226,831.57,
42227,778.33,
42235,679.92,
42260,783.65,
42260,628.83,
42280,167.48,
42280,104.53,
42281,214.19,
42281,154.13,
42300,199.49,
42300,144.56,
42305,405.45,
42310,164.67,
42310,126.77,
42320,239.4,
42320,166.17,
42330,217.31,
42330,155,
42335,377.45,
42335,243.19,
42340,464.83,
42340,319.01,
42400,96.47,
42400,51.18,
42405,282.74,
42405,214.32,
42408,494.49,
42408,333.57,
42409,339.45,
42409,211.61,
42410,591.27,
42415,"1,002.85",
42420,"1,127.16",
42425,794.13,
42426,"1,285.12",
42440,390.32,
42450,432.79,
42450,339.96,
42500,409.64,
42500,320.67,
42505,526.26,
42505,427.01,
42507,469.77,
42509,782.53,
42510,579.17,
42550,144.28,
42550,62.05,
42600,477.6,
42600,330.49,
42650,73.64,
42650,54.36,
42660,112.94,
42660,80.82,
42665,320.48,
42665,196.81,
42700,178.16,
42700,126.77,
42720,427.93,
42720,370.12,
42725,764.12,
42800,147.01,
42800,106.22,
42804,183.83,
42804,107.39,
42806,206.25,
42806,125.31,
42808,214.15,
42808,154.09,
42809,188.09,
42809,117.43,
42810,359.51,
42810,266.36,
42815,514.74,
42820,273.3,
42821,284.96,
42825,248.1,
42826,237.58,
42830,195.94,
42831,212.01,
42835,181.51,
42836,227.48,
42842,946.98,
42844,"1,306.95",
42845,"2,114.06",
42860,177.66,
42870,549.04,
42890,"1,344.74",
42892,"1,770.53",
42894,"2,239.11",
42900,317,
42950,749.41,
42953,896.02,
42955,712.04,
42960,156.45,
42961,393.63,
42962,486.32,
42970,387.72,
42971,428.31,
42972,480.2,
43020,524.82,
43030,491.99,
43045,"1,218.98",
43100,596.69,
43101,942.64,
43107,"2,800.90",
43108,"4,192.32",
43112,"3,276.28",
43113,"4,092.21",
43116,"4,691.45",
43117,"3,052.76",
43118,"3,413.87",
43121,"2,682.59",
43122,"2,405.78",
43123,"4,243.48",
43124,"3,578.50",
43130,744.21,
43135,"1,381.04",
43180,520.11,
43191,146.79,
43192,161.18,
43193,160.86,
43194,183.9,
43195,175.17,
43196,187.21,
43197,179.49,
43197,79.28,
43198,198.52,
43198,95.09,
43200,223.71,
43200,83.35,
43201,224.44,
43201,98.86,
43202,312.93,
43202,98.69,
43204,130.52,
43205,136.26,
43206,266.7,
43206,128.27,
43210,413.21,
43211,227.36,
43212,180.9,
43213,"1,132.41",
43213,248.8,
43214,185.78,
43215,356.02,
43215,135.35,
43216,364.4,
43216,128.96,
43217,373.63,
43217,154.9,
43220,928.67,
43220,113.15,
43226,331.27,
43226,124.42,
43227,574.75,
43227,159.12,
43229,644.01,
43229,190.48,
43231,154.24,
43232,193.56,
43233,220.03,
43235,260.62,
43235,118,
43236,347.41,
43236,133.49,
43237,189.24,
43238,224.95,
43239,346.62,
43239,133.34,
43240,380.31,
43241,136.95,
43242,254.71,
43243,229.59,
43244,237.65,
43245,545.21,
43245,169.09,
43246,192.59,
43247,346.01,
43247,170.64,
43248,362.2,
43248,160.16,
43249,"1,003.15",
43249,147.8,
43250,401.7,
43250,163.7,
43251,443.81,
43251,189.42,
43252,303.17,
43252,162.81,
43253,255.05,
43254,261.87,
43255,608.45,
43255,194.11,
43257,224.81,
43259,219.17,
43260,312.73,
43261,328.06,
43262,346.34,
43263,346.34,
43264,352.8,
43265,420.38,
43266,210.22,
43270,662.79,
43270,217.29,
43273,116.5,
43274,448.95,
43275,364.83,
43276,467.41,
43277,366.92,
43278,420.19,
43279,"1,213.88",
43280,"1,017.03",
43281,"1,454.16",
43282,"1,635.01",
43283,149.16,
43284,610.74,
43285,628.86,
43286,"2,995.57",
43287,"3,375.02",
43288,"3,560.44",
43300,585.71,
43305,"1,038.59",
43310,"1,391.04",
43312,"1,496.23",
43313,"2,563.95",
43314,"2,763.27",
43320,"1,314.55",
43325,"1,277.90",
43327,771.77,
43328,"1,056.50",
43330,"1,256.61",
43331,"1,255.64",
43332,"1,089.31",
43333,"1,189.90",
43334,"1,173.55",
43335,"1,255.70",
43336,"1,362.21",
43337,"1,453.02",
43338,109.18,
43340,"1,297.81",
43341,"1,312.98",
43351,"1,233.00",
43352,998.37,
43360,"2,112.78",
43361,"2,535.18",
43400,"1,432.59",
43405,"1,364.18",
43410,974.22,
43415,"2,414.02",
43420,966.09,
43425,"1,352.45",
43450,159.51,
43450,75.99,
43453,808.38,
43453,82.47,
43460,205.64,
43500,739.02,
43501,"1,269.59",
43502,"1,435.85",
43510,891.01,
43520,646.99,
43605,789.98,
43610,924.43,
43611,"1,152.46",
43620,"1,867.71",
43621,"2,139.84",
43622,"2,178.22",
43631,"1,367.41",
43632,"1,917.74",
43633,"1,813.45",
43634,"2,002.63",
43635,106.32,
43640,"1,110.55",
43641,"1,132.26",
43644,"1,635.22",
43645,"1,741.95",
43651,615.24,
43652,718.75,
43653,539.96,
43752,39.73,
43753,21.28,
43754,166.78,
43754,33.49,
43755,159.41,
43755,56.95,
43756,230.04,
43756,48.57,
43757,316.49,
43757,73.67,
43761,116.25,
43761,100.51,
43762,208.3,
43762,36.46,
43763,311.39,
43763,80.13,
43770,"1,057.97",
43771,"1,202.47",
43772,895.23,
43773,"1,202.47",
43774,904.12,
43775,"1,052.17",
43800,878.03,
43810,957.78,
43820,"1,265.95",
43825,"1,232.99",
43830,660.55,
43831,564.77,
43832,980.76,
43840,"1,281.96",
43843,"1,206.94",
